Time (t),[Measured] Current Position ~ r(t) (m)_X,[Measured] Current Position ~ r(t) (m)_Y,[Measured] Steering Angles ~ delta(t) (deg)_FL,[Measured] Steering Angles ~ delta(t) (deg)_FR,[Measured] Current Yaw Angle ~ Phi(t) (deg),[Measured] Steering Wheel Angle ~ Theta(t) (deg),[Computed] Turning Radius ~ R(delta) (m),[Computed] Vehicle Steering Angle ~ Delta(t) (deg),[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_X,[Computed] Center of Rotation to WORLD ~ r_c(t) (m)_Y,[Computed] Current Error to Trajectory ~ e(t),[Computed] Predicted Position ~ r_tp(t) (m)_X,[Computed] Predicted Position ~ r_tp(t) (m)_Y,[Computed] Change of Yaw Angle ~ Delta_phi(t) (deg),[Computed] Predicted Yaw Angle ~ Phi_tp(t) (deg),[Computed] Predicted Error to Trajectory ~ eps_tp(t),[Computed] Desired Steering Wheel Angle ~ Theta_d(t) (deg),[Computed] Torque applied ~ Tau_das (N.m)
1741675474.6812704,-1.99927211,-29.94470215,10,10,-271.8620605,4.536751165357343,17.09374533475223,4.536751165357343,-19.074395277500454,-30.742385285118978,0.0,-2.0751209693843045,-28.94772582806705,3.3518563890499666,-268.51020411095,-0.1872997429883108,-0.8289912232002787,-0.0
1741675474.6852703,-2.0751209693843045,-28.94772582806705,-0.8289912232002787,-0.8289912232002787,-268.51020411095,-0.3730668116091464,207.6561192470847,-0.3730668116091464,205.5415569638555,-24.900639873352347,0.1872997429883108,-2.0922028943436715,-27.947872701204126,-0.27591664392469717,-268.7861207548747,-0.42856912098500294,-12.650667742645263,-0.020067721553304333
1741675474.6882708,-2.0922028943436715,-27.947872701204126,-12.650667742645263,-12.650667742645263,-268.7861207548747,-5.767589738661645,13.454502006692806,-5.767589738661645,11.319827907480647,-29.016074001997445,0.42856912098500294,-1.9758544513764367,-26.95489597463608,-4.2584838505788705,-273.04460460545357,-0.6347731818733585,-23.952501873378473,-0.06801104614507968
1741675474.693275,-1.9758544513764367,-26.95489597463608,-23.952501873378473,-23.952501873378473,-273.04460460545357,-11.30475784112867,6.8974487633622745,-11.30475784112867,4.706411657472278,-28.664316664150412,0.6347731818733585,-1.6587818774068213,-26.0074179632698,-8.30680755722679,-281.3514121626804,-0.7127867907773741,-31.72459524323765,-0.1131144847947634
1741675474.696272,-1.6587818774068213,-26.0074179632698,-31.72459524323765,-31.72459524323765,-281.3514121626804,-15.546173114854788,5.044832896532603,-15.546173114854788,2.840283826842909,-28.28968585788283,0.7127867907773741,-1.1212414783198459,-25.16612119383429,-11.357319595751656,-292.708731758432,-0.5912992853227614,-32.48564985390284,-0.10536757999354152
1741675474.7002707,-1.1212414783198459,-25.16612119383429,-32.48564985390284,-32.48564985390284,-292.708731758432,-15.988235894146403,4.908837632400574,-15.988235894146403,2.7099271058152508,-28.235133116458304,0.5912992853227614,-0.4211342035619614,-24.454505922698896,-11.671964689747318,-304.3806964481793,-0.2857923628398785,-24.175583998044655,-0.042247204974480874
1741675474.7032712,-0.4211342035619614,-24.454505922698896,-24.175583998044655,-24.175583998044655,-304.3806964481793,-11.42049081242935,6.828465519479214,-11.42049081242935,4.339332221102279,-29.350003933153094,0.2857923628398785,0.3441872151267491,-23.81224646898537,-8.390725463815784,-312.7714219119951,0.12004177209055329,-7.98154735939934,0.00857675542131135
1741675474.7072704,0.3441872151267491,-23.81224646898537,-7.98154735939934,-7.98154735939934,-312.7714219119951,-3.6103252965648553,21.471845807569906,-3.6103252965648553,15.156544535567377,-39.35683501277276,0.12004177209055329,1.0839388260751512,-23.13950073955683,-2.668414258679274,-315.4398361706744,0.40979632128353194,8.12947453820189,0.012298169150766224
1741675474.7102726,1.0839388260751512,-23.13950073955683,8.12947453820189,8.12947453820189,-315.4398361706744,3.6779516259839204,21.077571519990006,3.6779516259839204,-14.638227279656904,-9.101070837175866,0.40979632128353194,1.732034090113375,-22.37806461836371,2.718329265719388,-312.72150690495505,0.5703344187487343,20.01682917865864,0.058430236676153186
1741675474.7142704,1.732034090113375,-22.37806461836371,20.01682917865864,20.01682917865864,-312.72150690495505,9.310045138590542,8.35774879248526,9.310045138590542,-5.244494125813851,-17.775889162053936,0.5703344187487343,2.2314905173356214,-21.512414084181724,6.855408188937065,-305.86609871601803,0.5604736576054326,25.366432693116373,0.07991435443359286
1741675474.7172723,2.2314905173356214,-21.512414084181724,25.366432693116373,25.366432693116373,-305.86609871601803,12.043637615570269,6.479977624829166,12.043637615570269,-3.696402083612324,-18.895125538775762,0.5604736576054326,2.563346405716594,-20.570135648784348,8.84197181384447,-297.0241269021736,0.3975356691396956,23.432195639377092,0.05570206762783707
1741675474.7202735,2.563346405716594,-20.570135648784348,23.432195639377092,23.432195639377092,-297.0241269021736,11.036012718076424,7.063254202854308,11.036012718076424,-4.226693039212634,-18.624647465719686,0.3975356691396956,2.7699279960134024,-19.592559663995747,8.111810486719948,-288.91231641545363,0.186036816482265,16.365574927318235,0.018489067581223997
1741675474.7242727,2.7699279960134024,-19.592559663995747,16.365574927318235,16.365574927318235,-288.91231641545363,7.527930629361234,10.32055136309333,7.527930629361234,-7.347566557078379,-17.555384068617244,0.186036816482265,2.9195527833517314,-18.604212409011225,5.551620014990103,-283.36069640046355,0.09463019674894614,10.238886073464842,0.00440117513656608
1741675474.7282774,2.9195527833517314,-18.604212409011225,10.238886073464842,10.238886073464842,-283.36069640046355,4.646963393748693,16.689190199512982,4.646963393748693,-13.577004162044888,-16.07583774080897,0.09463019674894614,3.041355041699413,-17.611808733649415,3.43310722857927,-279.9275891718843,0.3943791023659671,15.945092440612582,0.009330043012641061
1741675474.7322772,3.041355041699413,-17.611808733649415,15.945092440612582,15.945092440612582,-279.9275891718843,7.326261357623716,10.603029643518921,7.326261357623716,-7.550748373249833,-17.130578156522926,0.3943791023659671,3.039601094785432,-16.612180851142075,5.403717752322256,-274.52387141956206,1.1119303636979627,39.18071983379367,0.10963052468216646
1741675475.3812242,2.38471651,-17.51079941,-10,-10,-211.4338913,-4.536751165357343,17.09374533475223,-4.536751165357343,12.425080757731353,-3.6765225824154832,0.0,3.2107489855892677,-18.074168902639375,3.3518563890499666,-208.08203491095003,0.6422650078713893,13.862785974626258,0.0
1741675475.3852224,3.2107489855892677,-18.074168902639375,13.862785974626258,13.862785974626258,-208.08203491095003,6.336937477345659,12.24995896337299,6.336937477345659,-1.3275908421248879,-29.452436179009084,0.6422650078713893,4.123445758385148,-18.482126494035633,-4.677222159224777,-212.75925707017484,1.6380495446802545,53.26360024909803,0.2630154759269473
